scene_id,trip_id,item_id,item_path,level_1,level_2,level_3,depth,A_coded,B_coded,agreement
Brugmansia_20_S07_AB,Brugmansia_20,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),2,True,True,AGREE
Brugmansia_20_S07_AB,Brugmansia_20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,True,AGREE
Brugmansia_20_S07_AB,Brugmansia_20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_20_S07_AB,Brugmansia_20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,True,True,AGREE
Brugmansia_20_S08_AB,Brugmansia_20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Brugmansia_20_S08_AB,Brugmansia_20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_20_S08_AB,Brugmansia_20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_20_S08_AB,Brugmansia_20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_20_S09_AB,Brugmansia_20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,True,AGREE
Brugmansia_20_S09_AB,Brugmansia_20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_20_S09_AB,Brugmansia_20,visual_hallucination_animal_insect,Visual hallucination | Animal | Insect,Visual hallucination,Animal,Insect,2,True,True,AGREE
Brugmansia_20_S09_AB,Brugmansia_20,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,2,True,True,AGREE
Psilocybe_01_S01_AB,Psilocybe_01,auditory_hallucination_extraordinary_entity_other,Auditory hallucination | Extraordinary entity | Other,Auditory hallucination,Extraordinary entity,Other,2,False,True,B_ONLY
Psilocybe_01_S01_AB,Psilocybe_01,auditory_hallucination_inorganic_entity_other,Auditory hallucination | Inorganic entity | Other,Auditory hallucination,Inorganic entity,Other,2,True,False,A_ONLY
Psilocybe_01_S01_AB,Psilocybe_01,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Psilocybe_01_S01_AB,Psilocybe_01,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,1,False,True,B_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,1,True,False,A_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,ego_dissolution_bodily_self,Ego dissolution | Bodily self,Ego dissolution,Bodily self,,1,True,False,A_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,False,True,B_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",2,True,False,A_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,True,False,A_ONLY
Psilocybe_01_S02_AB,Psilocybe_01,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),2,True,False,A_ONLY
Psilocybe_01_S04_AB,Psilocybe_01,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,1,True,False,A_ONLY
Psilocybe_01_S04_AB,Psilocybe_01,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_01_S04_AB,Psilocybe_01,nonsensory_hallucination_inorganic_entity,Nonsensory hallucination | Inorganic entity,Nonsensory hallucination,Inorganic entity,,1,True,False,A_ONLY
Psilocybe_01_S04_AB,Psilocybe_01,nonsensory_hallucination_other,Nonsensory hallucination | Other,Nonsensory hallucination,Other,,1,False,True,B_ONLY
Psilocybe_01_S04_AB,Psilocybe_01,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_01_S04_AB,Psilocybe_01,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Psilocybe_01_S04_AB,Psilocybe_01,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,True,False,A_ONLY
Psilocybe_01_S05_AB,Psilocybe_01,auditory_hallucination_human_celebrityies,Auditory hallucination | Human | Celebrity(ies),Auditory hallucination,Human,Celebrity(ies),2,True,True,AGREE
Psilocybe_01_S05_AB,Psilocybe_01,auditory_hallucination_human_relatives_acquaintances,"Auditory hallucination | Human | Relative(s), acquaintance(s)",Auditory hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Psilocybe_01_S05_AB,Psilocybe_01,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),2,False,True,B_ONLY
Psilocybe_01_S05_AB,Psilocybe_01,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,1,True,False,A_ONLY
Psilocybe_01_S05_AB,Psilocybe_01,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Psilocybe_01_S05_AB,Psilocybe_01,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,True,AGREE
Psilocybe_01_S05_AB,Psilocybe_01,nonsensory_hallucination_human,Nonsensory hallucination | Human,Nonsensory hallucination,Human,,1,True,False,A_ONLY
Psilocybe_01_S05_AB,Psilocybe_01,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_01_S05_AB,Psilocybe_01,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,False,A_ONLY
Psilocybe_01_S08_AB,Psilocybe_01,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_01_S08_AB,Psilocybe_01,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_01_S08_AB,Psilocybe_01,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,False,True,B_ONLY
Psilocybe_01_S08_AB,Psilocybe_01,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,True,False,A_ONLY
Psilocybe_02_S02_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_02_S02_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S02_AB,Psilocybe_02,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,False,True,B_ONLY
Psilocybe_02_S02_AB,Psilocybe_02,visual_hallucination_plant_tree_shrub,"Visual hallucination | Plant | Tree, shrub",Visual hallucination,Plant,"Tree, shrub",2,True,False,A_ONLY
Psilocybe_02_S04_AB,Psilocybe_02,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,False,A_ONLY
Psilocybe_02_S04_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S04_AB,Psilocybe_02,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,False,True,B_ONLY
Psilocybe_02_S04_AB,Psilocybe_02,visual_hallucination_animal_insect,Visual hallucination | Animal | Insect,Visual hallucination,Animal,Insect,2,True,False,A_ONLY
Psilocybe_02_S07_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_02_S07_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S07_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Psilocybe_02_S07_AB,Psilocybe_02,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Psilocybe_02_S07_AB,Psilocybe_02,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Psilocybe_02_S07_AB,Psilocybe_02,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,True,True,AGREE
Psilocybe_02_S07_AB,Psilocybe_02,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,True,False,A_ONLY
Psilocybe_02_S09_AB,Psilocybe_02,nonsensory_hallucination_human,Nonsensory hallucination | Human,Nonsensory hallucination,Human,,1,True,False,A_ONLY
Psilocybe_02_S09_AB,Psilocybe_02,nonsensory_hallucination_other,Nonsensory hallucination | Other,Nonsensory hallucination,Other,,1,False,True,B_ONLY
Psilocybe_02_S10_AB,Psilocybe_02,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_02_S11_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_02_S11_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S11_AB,Psilocybe_02,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,False,True,B_ONLY
Psilocybe_02_S11_AB,Psilocybe_02,visual_hallucination_plant_flower_grass,"Visual hallucination | Plant | Flower, grass",Visual hallucination,Plant,"Flower, grass",2,True,False,A_ONLY
Psilocybe_02_S15_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_02_S15_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S15_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Psilocybe_02_S15_AB,Psilocybe_02,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Psilocybe_02_S15_AB,Psilocybe_02,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,False,True,B_ONLY
Psilocybe_02_S16_AB,Psilocybe_02,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_02_S18_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_02_S18_AB,Psilocybe_02,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Psilocybe_02_S18_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S18_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Psilocybe_02_S18_AB,Psilocybe_02,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,2,True,True,AGREE
Psilocybe_02_S21_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_02_S21_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_02_S21_AB,Psilocybe_02,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Psilocybe_02_S21_AB,Psilocybe_02,visual_hallucination_extraordinary_entity_chimera,Visual hallucination | Extraordinary entity | Chimera,Visual hallucination,Extraordinary entity,Chimera,2,False,True,B_ONLY
Psilocybe_02_S21_AB,Psilocybe_02,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Psilocybe_02_S23_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_02_S23_AB,Psilocybe_02,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,True,True,AGREE
Psilocybe_02_S23_AB,Psilocybe_02,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",2,True,True,AGREE
Psilocybe_02_S23_AB,Psilocybe_02,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Psilocybe_02_S24_AB,Psilocybe_02,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,1,True,False,A_ONLY
Psilocybe_02_S24_AB,Psilocybe_02,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_02_S24_AB,Psilocybe_02,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,True,True,AGREE
Psilocybe_02_S24_AB,Psilocybe_02,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",2,True,False,A_ONLY
Psilocybe_02_S24_AB,Psilocybe_02,visual_hallucination_inorganic_entity_stone_rock,"Visual hallucination | Inorganic entity | Stone, rock",Visual hallucination,Inorganic entity,"Stone, rock",2,True,True,AGREE
Psilocybe_03_S01_AB,Psilocybe_03,auditory_hallucination_extraordinary_entity_spirit,Auditory hallucination | Extraordinary entity | Spirit,Auditory hallucination,Extraordinary entity,Spirit,2,True,True,AGREE
Psilocybe_03_S01_AB,Psilocybe_03,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,False,True,B_ONLY
Psilocybe_03_S01_AB,Psilocybe_03,nonsensory_hallucination_extraordinary_entity,Nonsensory hallucination | Extraordinary entity,Nonsensory hallucination,Extraordinary entity,,1,False,True,B_ONLY
Psilocybe_04_S02_AB,Psilocybe_04,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_04_S02_AB,Psilocybe_04,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Psilocybe_04_S02_AB,Psilocybe_04,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_04_S02_AB,Psilocybe_04,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,2,False,True,B_ONLY
Psilocybe_04_S02_AB,Psilocybe_04,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,True,False,A_ONLY
Psilocybe_04_S02_AB,Psilocybe_04,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,True,False,A_ONLY
Psilocybe_04_S03_AB,Psilocybe_04,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_04_S03_AB,Psilocybe_04,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Psilocybe_04_S03_AB,Psilocybe_04,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_04_S03_AB,Psilocybe_04,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Psilocybe_04_S03_AB,Psilocybe_04,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,2,True,True,AGREE
Psilocybe_05_S01_AB,Psilocybe_05,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_05_S05_AB,Psilocybe_05,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_05_S05_AB,Psilocybe_05,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Psilocybe_05_S05_AB,Psilocybe_05,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,True,False,A_ONLY
Psilocybe_05_S05_AB,Psilocybe_05,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",2,True,True,AGREE
Psilocybe_05_S07_AB,Psilocybe_05,domain_specific_violation_biological_projection,domain_specific_violation_biological_projection,,,,,False,True,B_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,nonsensory_hallucination_inorganic_entity,Nonsensory hallucination | Inorganic entity,Nonsensory hallucination,Inorganic entity,,1,True,False,A_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,2,False,True,B_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,2,True,True,AGREE
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,False,True,B_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),2,True,False,A_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,True,False,A_ONLY
Psilocybe_05_S07_AB,Psilocybe_05,visual_hallucination_plant_tree_shrub,"Visual hallucination | Plant | Tree, shrub",Visual hallucination,Plant,"Tree, shrub",2,False,True,B_ONLY
Psilocybe_05_S08_AB,Psilocybe_05,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_05_S10_AB,Psilocybe_05,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_05_S10_AB,Psilocybe_05,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,True,True,AGREE
Psilocybe_05_S10_AB,Psilocybe_05,visual_hallucination_extraordinary_entity_alien,Visual hallucination | Extraordinary entity | Alien,Visual hallucination,Extraordinary entity,Alien,2,True,True,AGREE
Psilocybe_05_S10_AB,Psilocybe_05,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Psilocybe_06_S01_AB,Psilocybe_06,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_06_S04_AB,Psilocybe_06,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_06_S06_AB,Psilocybe_06,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,True,False,A_ONLY
Psilocybe_06_S06_AB,Psilocybe_06,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,True,AGREE
Psilocybe_07_S01_AB,Psilocybe_07,tactile_hallucination_inorganic_entity,Tactile hallucination | Inorganic entity,Tactile hallucination,Inorganic entity,,1,True,False,A_ONLY
Psilocybe_07_S01_AB,Psilocybe_07,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,False,True,B_ONLY
Psilocybe_07_S01_AB,Psilocybe_07,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,False,True,B_ONLY
Psilocybe_07_S03_AB,Psilocybe_07,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_07_S03_AB,Psilocybe_07,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Psilocybe_07_S03_AB,Psilocybe_07,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_07_S03_AB,Psilocybe_07,visual_hallucination_animal_insect,Visual hallucination | Animal | Insect,Visual hallucination,Animal,Insect,2,True,True,AGREE
Psilocybe_07_S03_AB,Psilocybe_07,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,True,AGREE
Psilocybe_07_S04_AB,Psilocybe_07,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Psilocybe_07_S04_AB,Psilocybe_07,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Psilocybe_07_S04_AB,Psilocybe_07,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",2,True,False,A_ONLY
Psilocybe_07_S04_AB,Psilocybe_07,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,True,True,AGREE
Psilocybe_07_S05_AB,Psilocybe_07,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Psilocybe_07_S05_AB,Psilocybe_07,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,False,A_ONLY
Psilocybe_07_S05_AB,Psilocybe_07,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,True,True,AGREE
